model_name,mean_shift,median_shift,min_shift,max_shift
power_yeojohnson_svm,-0.05071225636739394,-0.015879819789025192,-0.18034637562820366,0.017393202517511724
quantile_normal_svm,-0.008763722873471762,-0.0029125395862581345,-0.10550077611027237,0.12975849731412964
ratio_median_svm,0.0,0.0,0.0,0.0
robust_svm_rbf,0.023468468039247514,0.0051963446737828545,-0.042029342378947676,0.1389423749221132
routear_combined_svm,-0.037665187417086035,-0.019001901254060975,-0.1225586571384647,0.023896982878917727
signed_log_abs_svm,-0.034059624759867485,-0.02687769288367258,-0.15848442495567006,0.0457638639386201
ss_svm_rbf,0.0,0.0,0.0,0.0
