model_name,lobo_median_delta_mean,lobo_median_delta_std,lobo_median_delta_min,lobo_median_delta_max
power_yeojohnson_svm,0.059404920989276536,0.008872394446725608,0.0507765792786548,0.0684723974075277
quantile_normal_svm,0.02284420474566961,0.007356732717172222,0.0164560072975015,0.0305924401900851
robust_svm_rbf,-0.029418089862387968,0.01063282039298052,-0.0391065709915738,-0.0182863660611678
routear_combined_svm,0.0372480810188775,0.006343903163910648,0.0309596544372395,0.0436434071100876
signed_log_abs_svm,0.06364013606220491,0.01583871260119343,0.0491817937307137,0.0802158226119924
