config_label,boundary_id,low_upper_mg_L,mid_upper_mg_L,model_name,params_json,fit_status,error_message,validation_design,cv_accuracy,cv_balanced_accuracy,cv_macro_f1,cv_low_precision,cv_low_recall,cv_low_f1,cv_low_support,cv_mid_precision,cv_mid_recall,cv_mid_f1,cv_mid_support,cv_high_precision,cv_high_recall,cv_high_f1,cv_high_support,cv_n_errors
low_le_0.7__mid_le_7__PLSDA__000,low_le_0.7__mid_le_7,0.7,7.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6615384615384615,0.65,0.6311576393986786,0.6181818181818182,0.85,0.7157894736842105,40.0,0.4285714285714285,0.3,0.3529411764705882,40.0,0.851063829787234,0.8,0.8247422680412371,50.0,44
low_le_0.7__mid_le_7__PLSDA__001,low_le_0.7__mid_le_7,0.7,7.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6307692307692307,0.6333333333333334,0.6366930171277997,0.625,0.75,0.6818181818181818,40.0,0.4230769230769231,0.55,0.4782608695652174,40.0,1.0,0.6,0.75,50.0,48
low_le_0.7__mid_le_7__LogisticRegression__002,low_le_0.7__mid_le_7,0.7,7.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.7583333333333333,0.7604383409626855,0.7317073170731707,0.75,0.7407407407407407,40.0,0.5918367346938775,0.725,0.651685393258427,40.0,1.0,0.8,0.8888888888888888,50.0,31
low_le_0.7__mid_le_7__LogisticRegression__003,low_le_0.7__mid_le_7,0.7,7.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.6833333333333332,0.6851851851851851,0.6,0.75,0.6666666666666666,40.0,0.5,0.5,0.5,40.0,1.0,0.8,0.8888888888888888,50.0,40
low_le_0.7__mid_le_7__SVC_RBF__004,low_le_0.7__mid_le_7,0.7,7.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8307692307692308,0.8333333333333334,0.8323171996184314,0.8888888888888888,0.8,0.8421052631578947,40.0,0.6666666666666666,0.9,0.7659574468085106,40.0,1.0,0.8,0.8888888888888888,50.0,22
low_le_0.7__mid_le_7__SVC_RBF__005,low_le_0.7__mid_le_7,0.7,7.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7,0.6916666666666668,0.6921788947105402,0.6078431372549019,0.775,0.6813186813186813,40.0,0.5128205128205128,0.5,0.5063291139240507,40.0,1.0,0.8,0.8888888888888888,50.0,39
low_le_0.7__mid_le_7__KNeighborsClassifier__006,low_le_0.7__mid_le_7,0.7,7.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7076923076923077,0.7000000000000001,0.6991205252074817,0.6153846153846154,0.8,0.6956521739130435,40.0,0.5263157894736842,0.5,0.5128205128205128,40.0,1.0,0.8,0.8888888888888888,50.0,38
low_le_0.7__mid_le_7__KNeighborsClassifier__007,low_le_0.7__mid_le_7,0.7,7.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.6833333333333332,0.6851851851851851,0.6,0.75,0.6666666666666666,40.0,0.5,0.5,0.5,40.0,1.0,0.8,0.8888888888888888,50.0,40
low_le_0.7__mid_le_7__RandomForestClassifier__008,low_le_0.7__mid_le_7,0.7,7.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8615384615384616,0.8666666666666667,0.8647014361300075,1.0,0.8,0.8888888888888888,40.0,0.6896551724137931,1.0,0.8163265306122449,40.0,1.0,0.8,0.8888888888888888,50.0,18
low_le_0.7__mid_le_7__GradientBoostingClassifier__009,low_le_0.7__mid_le_7,0.7,7.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.6833333333333332,0.6833333333333332,0.75,0.75,0.75,40.0,0.5,0.5,0.5,40.0,0.8,0.8,0.8,50.0,40
low_le_0.7__mid_le_10__PLSDA__000,low_le_0.7__mid_le_10,0.7,10.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7846153846153846,0.7833333333333333,0.7927904675872156,0.7619047619047619,0.8,0.7804878048780488,40.0,0.6896551724137931,0.8,0.7407407407407407,50.0,1.0,0.75,0.8571428571428571,40.0,28
low_le_0.7__mid_le_10__PLSDA__001,low_le_0.7__mid_le_10,0.7,10.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6846153846153846,0.6916666666666668,0.7004352609173962,0.6,0.75,0.6666666666666666,40.0,0.5882352941176471,0.6,0.594059405940594,50.0,1.0,0.725,0.8405797101449275,40.0,41
low_le_0.7__mid_le_10__LogisticRegression__002,low_le_0.7__mid_le_10,0.7,10.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7666666666666666,0.7781385281385281,0.75,0.75,0.75,40.0,0.6666666666666666,0.8,0.7272727272727273,50.0,1.0,0.75,0.8571428571428571,40.0,30
low_le_0.7__mid_le_10__LogisticRegression__003,low_le_0.7__mid_le_10,0.7,10.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.7600000000000001,0.7711599760529424,0.7317073170731707,0.75,0.7407407407407407,40.0,0.6610169491525424,0.78,0.7155963302752294,50.0,1.0,0.75,0.8571428571428571,40.0,31
low_le_0.7__mid_le_10__SVC_RBF__004,low_le_0.7__mid_le_10,0.7,10.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9076923076923076,0.9066666666666668,0.9089068825910932,0.8888888888888888,0.8,0.8421052631578947,40.0,0.8518518518518519,0.92,0.8846153846153846,50.0,1.0,1.0,1.0,40.0,12
low_le_0.7__mid_le_10__SVC_RBF__005,low_le_0.7__mid_le_10,0.7,10.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7916666666666666,0.785158661563156,0.6078431372549019,0.775,0.6813186813186813,40.0,0.7692307692307693,0.6,0.6741573033707865,50.0,1.0,1.0,1.0,40.0,29
low_le_0.7__mid_le_10__KNeighborsClassifier__006,low_le_0.7__mid_le_10,0.7,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7846153846153846,0.7999999999999999,0.7924901185770751,0.6153846153846154,0.8,0.6956521739130435,40.0,0.7894736842105263,0.6,0.6818181818181818,50.0,1.0,1.0,1.0,40.0,28
low_le_0.7__mid_le_10__KNeighborsClassifier__007,low_le_0.7__mid_le_10,0.7,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7833333333333333,0.7777777777777777,0.6,0.75,0.6666666666666666,40.0,0.75,0.6,0.6666666666666666,50.0,1.0,1.0,1.0,40.0,30
low_le_0.7__mid_le_10__RandomForestClassifier__008,low_le_0.7__mid_le_10,0.7,10.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9153846153846154,0.9083333333333332,0.915128510065219,1.0,0.75,0.8571428571428571,40.0,0.819672131147541,1.0,0.9009009009009008,50.0,1.0,0.975,0.9873417721518988,40.0,11
low_le_0.7__mid_le_10__GradientBoostingClassifier__009,low_le_0.7__mid_le_10,0.7,10.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9230769230769232,0.9166666666666666,0.922077922077922,1.0,0.75,0.8571428571428571,40.0,0.8333333333333334,1.0,0.9090909090909092,50.0,1.0,1.0,1.0,40.0,10
low_le_0.7__mid_le_25__PLSDA__000,low_le_0.7__mid_le_25,0.7,25.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7846153846153846,0.7666666666666667,0.7872459349593496,0.7619047619047619,0.8,0.7804878048780488,40.0,0.7352941176470589,0.8333333333333334,0.78125,60.0,1.0,0.6666666666666666,0.8,30.0,28
low_le_0.7__mid_le_25__PLSDA__001,low_le_0.7__mid_le_25,0.7,25.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.5461538461538461,0.5333333333333333,0.529075542062555,0.6,0.75,0.6666666666666666,40.0,0.5081967213114754,0.5166666666666667,0.512396694214876,60.0,0.5263157894736842,0.3333333333333333,0.4081632653061224,30.0,59
low_le_0.7__mid_le_25__LogisticRegression__002,low_le_0.7__mid_le_25,0.7,25.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.773076923076923,0.75,0.75,0.75,40.0,0.7142857142857143,0.8333333333333334,0.7692307692307693,60.0,1.0,0.6666666666666666,0.8,30.0,30
low_le_0.7__mid_le_25__LogisticRegression__003,low_le_0.7__mid_le_25,0.7,25.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.7444444444444445,0.7668102210737869,0.7317073170731707,0.75,0.7407407407407407,40.0,0.7101449275362319,0.8166666666666667,0.7596899224806202,60.0,1.0,0.6666666666666666,0.8,30.0,31
low_le_0.7__mid_le_25__SVC_RBF__004,low_le_0.7__mid_le_25,0.7,25.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7538461538461538,0.7444444444444445,0.7502358045651764,0.8888888888888888,0.8,0.8421052631578947,40.0,0.71875,0.7666666666666667,0.7419354838709677,60.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,32
low_le_0.7__mid_le_25__SVC_RBF__005,low_le_0.7__mid_le_25,0.7,25.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6230769230769231,0.6472222222222223,0.6328146878605594,0.6078431372549019,0.775,0.6813186813186813,40.0,0.6122448979591837,0.5,0.5504587155963303,60.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,49
low_le_0.7__mid_le_25__KNeighborsClassifier__006,low_le_0.7__mid_le_25,0.7,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6307692307692307,0.6555555555555556,0.639291465378422,0.6153846153846154,0.8,0.6956521739130435,40.0,0.625,0.5,0.5555555555555556,60.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,48
low_le_0.7__mid_le_25__KNeighborsClassifier__007,low_le_0.7__mid_le_25,0.7,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6153846153846154,0.6388888888888888,0.6262626262626262,0.6,0.75,0.6666666666666666,40.0,0.6,0.5,0.5454545454545454,60.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,50
low_le_0.7__mid_le_25__RandomForestClassifier__008,low_le_0.7__mid_le_25,0.7,25.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7923076923076923,0.7722222222222223,0.7858508883341363,1.0,0.8,0.8888888888888888,40.0,0.7391304347826086,0.85,0.7906976744186046,60.0,0.6896551724137931,0.6666666666666666,0.6779661016949152,30.0,27
low_le_0.7__mid_le_25__GradientBoostingClassifier__009,low_le_0.7__mid_le_25,0.7,25.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7230769230769231,0.7166666666666667,0.7219392567440105,0.8333333333333334,0.75,0.7894736842105263,40.0,0.6875,0.7333333333333333,0.7096774193548387,60.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,36
low_le_1__mid_le_7__PLSDA__000,low_le_1__mid_le_7,1.0,7.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7,0.6066666666666666,0.559228650137741,0.5774647887323944,0.82,0.6776859504132231,50.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,50.0,39
low_le_1__mid_le_7__PLSDA__001,low_le_1__mid_le_7,1.0,7.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7923076923076923,0.82,0.7715721418512355,0.8771929824561403,1.0,0.9345794392523364,50.0,0.6,1.0,0.75,30.0,1.0,0.46,0.6301369863013698,50.0,27
low_le_1__mid_le_7__LogisticRegression__002,low_le_1__mid_le_7,1.0,7.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7622222222222222,0.7601600739784123,0.803921568627451,0.82,0.8118811881188119,50.0,0.5128205128205128,0.6666666666666666,0.5797101449275363,30.0,1.0,0.8,0.8888888888888888,50.0,29
low_le_1__mid_le_7__LogisticRegression__003,low_le_1__mid_le_7,1.0,7.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.8222222222222223,0.8215488215488215,0.8333333333333334,1.0,0.9090909090909092,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,1.0,0.8,0.8888888888888888,50.0,20
low_le_1__mid_le_7__SVC_RBF__004,low_le_1__mid_le_7,1.0,7.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7555555555555555,0.7534391534391535,0.8,0.8,0.8,50.0,0.5,0.6666666666666666,0.5714285714285714,30.0,1.0,0.8,0.8888888888888888,50.0,30
low_le_1__mid_le_7__SVC_RBF__005,low_le_1__mid_le_7,1.0,7.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9230769230769232,0.9333333333333332,0.9153439153439152,1.0,1.0,1.0,50.0,0.75,1.0,0.8571428571428571,30.0,1.0,0.8,0.8888888888888888,50.0,10
low_le_1__mid_le_7__KNeighborsClassifier__006,low_le_1__mid_le_7,1.0,7.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7923076923076923,0.7755555555555556,0.7736184235242343,0.8113207547169812,0.86,0.8349514563106796,50.0,0.5405405405405406,0.6666666666666666,0.5970149253731343,30.0,1.0,0.8,0.8888888888888888,50.0,27
low_le_1__mid_le_7__KNeighborsClassifier__007,low_le_1__mid_le_7,1.0,7.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7555555555555555,0.7534391534391535,0.8,0.8,0.8,50.0,0.5,0.6666666666666666,0.5714285714285714,30.0,1.0,0.8,0.8888888888888888,50.0,30
low_le_1__mid_le_7__RandomForestClassifier__008,low_le_1__mid_le_7,1.0,7.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7555555555555555,0.7534391534391535,0.8,0.8,0.8,50.0,0.5,0.6666666666666666,0.5714285714285714,30.0,1.0,0.8,0.8888888888888888,50.0,30
low_le_1__mid_le_7__GradientBoostingClassifier__009,low_le_1__mid_le_7,1.0,7.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7615384615384615,0.7000000000000001,0.6949062253164092,0.9803921568627452,1.0,0.99009900990099,50.0,0.4736842105263157,0.3,0.3673469387755102,30.0,0.6666666666666666,0.8,0.7272727272727273,50.0,31
low_le_1__mid_le_10__PLSDA__000,low_le_1__mid_le_10,1.0,10.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.5384615384615384,0.5166666666666667,0.4722222222222221,0.5714285714285714,0.8,0.6666666666666666,50.0,0.0,0.0,0.0,40.0,0.75,0.75,0.75,40.0,60
low_le_1__mid_le_10__PLSDA__001,low_le_1__mid_le_10,1.0,10.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.7474747474747474,0.8333333333333334,1.0,0.9090909090909092,50.0,0.6,0.75,0.6666666666666666,40.0,1.0,0.5,0.6666666666666666,40.0,30
low_le_1__mid_le_10__LogisticRegression__002,low_le_1__mid_le_10,1.0,10.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7666666666666666,0.7746031746031746,0.8,0.8,0.8,50.0,0.6,0.75,0.6666666666666666,40.0,1.0,0.75,0.8571428571428571,40.0,30
low_le_1__mid_le_10__LogisticRegression__003,low_le_1__mid_le_10,1.0,10.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7733333333333333,0.7810604495441519,0.803921568627451,0.82,0.8118811881188119,50.0,0.6122448979591837,0.75,0.6741573033707865,40.0,1.0,0.75,0.8571428571428571,40.0,29
low_le_1__mid_le_10__SVC_RBF__004,low_le_1__mid_le_10,1.0,10.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.85,0.85,0.8,0.8,0.8,50.0,0.75,0.75,0.75,40.0,1.0,1.0,1.0,40.0,20
low_le_1__mid_le_10__SVC_RBF__005,low_le_1__mid_le_10,1.0,10.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,40.0,1.0,1.0,1.0,40.0,0
low_le_1__mid_le_10__KNeighborsClassifier__006,low_le_1__mid_le_10,1.0,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8692307692307693,0.87,0.8713907451771529,0.8113207547169812,0.86,0.8349514563106796,50.0,0.8108108108108109,0.75,0.7792207792207793,40.0,1.0,1.0,1.0,40.0,17
low_le_1__mid_le_10__KNeighborsClassifier__007,low_le_1__mid_le_10,1.0,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.85,0.85,0.8,0.8,0.8,50.0,0.75,0.75,0.75,40.0,1.0,1.0,1.0,40.0,20
low_le_1__mid_le_10__RandomForestClassifier__008,low_le_1__mid_le_10,1.0,10.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.85,0.85,0.8,0.8,0.8,50.0,0.75,0.75,0.75,40.0,1.0,1.0,1.0,40.0,20
low_le_1__mid_le_10__GradientBoostingClassifier__009,low_le_1__mid_le_10,1.0,10.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.85,0.85,0.8,0.8,0.8,50.0,0.75,0.75,0.75,40.0,1.0,1.0,1.0,40.0,20
low_le_1__mid_le_25__PLSDA__000,low_le_1__mid_le_25,1.0,25.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.688888888888889,0.709090909090909,0.6666666666666666,0.8,0.7272727272727273,50.0,0.6,0.6,0.6,50.0,1.0,0.6666666666666666,0.8,30.0,40
low_le_1__mid_le_25__PLSDA__001,low_le_1__mid_le_25,1.0,25.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7111111111111111,0.712121212121212,0.8333333333333334,1.0,0.9090909090909092,50.0,0.6666666666666666,0.8,0.7272727272727273,50.0,1.0,0.3333333333333333,0.5,30.0,30
low_le_1__mid_le_25__LogisticRegression__002,low_le_1__mid_le_25,1.0,25.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.7555555555555555,0.7757575757575758,0.8,0.8,0.8,50.0,0.6666666666666666,0.8,0.7272727272727273,50.0,1.0,0.6666666666666666,0.8,30.0,30
low_le_1__mid_le_25__LogisticRegression__003,low_le_1__mid_le_25,1.0,25.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7769230769230769,0.7622222222222222,0.7819420474157508,0.803921568627451,0.82,0.8118811881188119,50.0,0.6779661016949152,0.8,0.7339449541284404,50.0,1.0,0.6666666666666666,0.8,30.0,29
low_le_1__mid_le_25__SVC_RBF__004,low_le_1__mid_le_25,1.0,25.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.688888888888889,0.6888888888888888,0.8,0.8,0.8,50.0,0.6,0.6,0.6,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_1__mid_le_25__SVC_RBF__005,low_le_1__mid_le_25,1.0,25.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8461538461538461,0.8222222222222223,0.8222222222222223,1.0,1.0,1.0,50.0,0.8,0.8,0.8,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,20
low_le_1__mid_le_25__KNeighborsClassifier__006,low_le_1__mid_le_25,1.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7153846153846154,0.7088888888888888,0.7067249413360913,0.8113207547169812,0.86,0.8349514563106796,50.0,0.6382978723404256,0.6,0.6185567010309279,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,37
low_le_1__mid_le_25__KNeighborsClassifier__007,low_le_1__mid_le_25,1.0,25.0,KNeighborsClassifier,"{""model__n_neighbors"": 3}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.688888888888889,0.6888888888888888,0.8,0.8,0.8,50.0,0.6,0.6,0.6,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_1__mid_le_25__RandomForestClassifier__008,low_le_1__mid_le_25,1.0,25.0,RandomForestClassifier,"{""model__min_samples_leaf"": 1, ""model__n_estimators"": 160}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.688888888888889,0.6888888888888888,0.8,0.8,0.8,50.0,0.6,0.6,0.6,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_1__mid_le_25__GradientBoostingClassifier__009,low_le_1__mid_le_25,1.0,25.0,GradientBoostingClassifier,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 100}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6923076923076923,0.688888888888889,0.6888888888888888,0.8,0.8,0.8,50.0,0.6,0.6,0.6,50.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,30.0,40
low_le_3__mid_le_10__PLSDA__000,low_le_3__mid_le_10,3.0,10.0,PLSDA,"{""model__n_components"": 2}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.6230769230769231,0.5333333333333333,0.5095419847328244,0.7183098591549296,0.85,0.7786259541984732,60.0,0.0,0.0,0.0,30.0,0.75,0.75,0.75,40.0,49
low_le_3__mid_le_10__PLSDA__001,low_le_3__mid_le_10,3.0,10.0,PLSDA,"{""model__n_components"": 5}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9153846153846154,0.9083333333333332,0.8952167108933796,1.0,1.0,1.0,60.0,0.7317073170731707,1.0,0.8450704225352113,30.0,1.0,0.725,0.8405797101449275,40.0,11
low_le_3__mid_le_10__LogisticRegression__002,low_le_3__mid_le_10,3.0,10.0,LogisticRegression,"{""model__C"": 0.1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.753968253968254,0.8333333333333334,0.8333333333333334,0.8333333333333334,60.0,0.5,0.6666666666666666,0.5714285714285714,30.0,1.0,0.75,0.8571428571428571,40.0,30
low_le_3__mid_le_10__LogisticRegression__003,low_le_3__mid_le_10,3.0,10.0,LogisticRegression,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.7692307692307693,0.75,0.753968253968254,0.8333333333333334,0.8333333333333334,0.8333333333333334,60.0,0.5,0.6666666666666666,0.5714285714285714,30.0,1.0,0.75,0.8571428571428571,40.0,30
low_le_3__mid_le_10__SVC_RBF__004,low_le_3__mid_le_10,3.0,10.0,SVC_RBF,"{""model__C"": 1.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.9230769230769232,0.8888888888888888,0.9076923076923076,0.8571428571428571,1.0,0.9230769230769232,60.0,1.0,0.6666666666666666,0.8,30.0,1.0,1.0,1.0,40.0,10
low_le_3__mid_le_10__SVC_RBF__005,low_le_3__mid_le_10,3.0,10.0,SVC_RBF,"{""model__C"": 10.0}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,0.8153846153846154,0.8444444444444444,0.8178137651821862,0.9090909090909092,0.6666666666666666,0.7692307692307693,60.0,0.5652173913043478,0.8666666666666667,0.6842105263157895,30.0,1.0,1.0,1.0,40.0,24
low_le_3__mid_le_10__KNeighborsClassifier__006,low_le_3__mid_le_10,3.0,10.0,KNeighborsClassifier,"{""model__n_neighbors"": 1}",ok,,LeaveOneConcentrationOut on standard concentration labels; boundary search uses standard set only,1.0,1.0,1.0,1.0,1.0,1.0,60.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,40.0,0
