dataset,concentration_mg_L,concentration_label,sample_id,replicate_id,wl_400,wl_401,wl_402,wl_403,wl_404,wl_405,wl_406,wl_407,wl_408,wl_409,wl_410,wl_411,wl_412,wl_413,wl_414,wl_415,wl_416,wl_417,wl_418,wl_419,wl_420,wl_421,wl_422,wl_423,wl_424,wl_425,wl_426,wl_427,wl_428,wl_429,wl_430,wl_431,wl_432,wl_433,wl_434,wl_435,wl_436,wl_437,wl_438,wl_439,wl_440,wl_441,wl_442,wl_443,wl_444,wl_445,wl_446,wl_447,wl_448,wl_449,wl_450,wl_451,wl_452,wl_453,wl_454,wl_455,wl_456,wl_457,wl_458,wl_459,wl_460,wl_461,wl_462,wl_463,wl_464,wl_465,wl_466,wl_467,wl_468,wl_469,wl_470,wl_471,wl_472,wl_473,wl_474,wl_475,wl_476,wl_477,wl_478,wl_479,wl_480,wl_481,wl_482,wl_483,wl_484,wl_485,wl_486,wl_487,wl_488,wl_489,wl_490,wl_491,wl_492,wl_493,wl_494,wl_495,wl_496,wl_497,wl_498,wl_499,wl_500,wl_501,wl_502,wl_503,wl_504,wl_505,wl_506,wl_507,wl_508,wl_509,wl_510,wl_511,wl_512,wl_513,wl_514,wl_515,wl_516,wl_517,wl_518,wl_519,wl_520,wl_521,wl_522,wl_523,wl_524,wl_525,wl_526,wl_527,wl_528,wl_529,wl_530,wl_531,wl_532,wl_533,wl_534,wl_535,wl_536,wl_537,wl_538,wl_539,wl_540,wl_541,wl_542,wl_543,wl_544,wl_545,wl_546,wl_547,wl_548,wl_549,wl_550,wl_551,wl_552,wl_553,wl_554,wl_555,wl_556,wl_557,wl_558,wl_559,wl_560,wl_561,wl_562,wl_563,wl_564,wl_565,wl_566,wl_567,wl_568,wl_569,wl_570,wl_571,wl_572,wl_573,wl_574,wl_575,wl_576,wl_577,wl_578,wl_579,wl_580,wl_581,wl_582,wl_583,wl_584,wl_585,wl_586,wl_587,wl_588,wl_589,wl_590,wl_591,wl_592,wl_593,wl_594,wl_595,wl_596,wl_597,wl_598,wl_599,wl_600,wl_601,wl_602,wl_603,wl_604,wl_605,wl_606,wl_607,wl_608,wl_609,wl_610,wl_611,wl_612,wl_613,wl_614,wl_615,wl_616,wl_617,wl_618,wl_619,wl_620,wl_621,wl_622,wl_623,wl_624,wl_625,wl_626,wl_627,wl_628,wl_629,wl_630,wl_631,wl_632,wl_633,wl_634,wl_635,wl_636,wl_637,wl_638,wl_639,wl_640,wl_641,wl_642,wl_643,wl_644,wl_645,wl_646,wl_647,wl_648,wl_649,wl_650,wl_651,wl_652,wl_653,wl_654,wl_655,wl_656,wl_657,wl_658,wl_659,wl_660,wl_661,wl_662,wl_663,wl_664,wl_665,wl_666,wl_667,wl_668,wl_669,wl_670,wl_671,wl_672,wl_673,wl_674,wl_675,wl_676,wl_677,wl_678,wl_679,wl_680,wl_681,wl_682,wl_683,wl_684,wl_685,wl_686,wl_687,wl_688,wl_689,wl_690,wl_691,wl_692,wl_693,wl_694,wl_695,wl_696,wl_697,wl_698,wl_699,wl_700
standard,0.1,0.1,standard_0.1_01,1,0.20332618,0.20907496,0.2151043,0.22123,0.22733973,0.23340283,0.23953922,0.24577834,0.2521703,0.2586304,0.26519144,0.27181423,0.27853256,0.28535512,0.29231542,0.29930484,0.30615902,0.31281617,0.31928876,0.32567918,0.33215874,0.33895823,0.3463184,0.35436037,0.36290494,0.37178728,0.38067144,0.38916028,0.39689383,0.40380692,0.40984616,0.41528994,0.42043954,0.42565188,0.43111375,0.43687794,0.44276187,0.44847953,0.45381144,0.4586673,0.46305165,0.46709082,0.47092685,0.4747125,0.47852656,0.48247963,0.48668802,0.49120262,0.4960028,0.5011347,0.50657046,0.5121911,0.51785,0.52338195,0.5286122,0.53344685,0.5378168,0.5417635,0.54542685,0.5489353,0.55237406,0.5557879,0.55923885,0.5626629,0.565997,0.56915694,0.5720889,0.5747063,0.5769684,0.5788802,0.5805609,0.5821655,0.5837728,0.58543444,0.5872052,0.58906007,0.5909731,0.5929212,0.59491026,0.5969245,0.59894836,0.6010784,0.60346687,0.60619265,0.6092894,0.612699,0.61612236,0.61926436,0.62188715,0.6238636,0.62519276,0.625974,0.62630147,0.62630457,0.6260173,0.6254543,0.6247875,0.6242379,0.6239896,0.6242157,0.62499106,0.6262246,0.62776476,0.6294764,0.6312135,0.63296825,0.6347796,0.6366811,0.63872635,0.64105934,0.64389,0.64749783,0.6521862,0.65820116,0.6656731,0.67454916,0.6846779,0.6957823,0.7077403,0.7204402,0.7339463,0.7484495,0.7644967,0.78254414,0.80289656,0.8254865,0.84988344,0.87501734,0.89959353,0.9223412,0.9424738,0.9602904,0.9772579,0.9958591,1.0191952,1.0500777,1.089648,1.1371357,1.190185,1.2457967,1.300878,1.3527845,1.3987086,1.4338557,1.4523178,1.4488119,1.4216808,1.3751932,1.3185089,1.2611313,1.2098703,1.1681182,1.1363207,1.1132017,1.0967698,1.0850785,1.0764759,1.0696346,1.0636775,1.0579559,1.0520806,1.0457608,1.0387584,1.0309416,1.0225213,1.0139153,1.0055344,0.99791527,0.99131733,0.9857992,0.9813205,0.97777116,0.9750102,0.9728287,0.970988,0.9692683,0.96764416,0.96614444,0.9650053,0.9643728,0.9642961,0.9647163,0.96554357,0.96662784,0.9678352,0.96906704,0.97022504,0.97124106,0.97209096,0.97288287,0.9737174,0.9747123,0.9759075,0.97727937,0.9787263,0.98022115,0.9817222,0.98320466,0.9846372,0.98599714,0.98725593,0.9884882,0.9897718,0.9911658,0.99270374,0.99443585,0.99635834,0.9984167,1.000565,1.00281,1.0051045,1.0073925,1.0095932,1.0116322,1.0133649,1.0147041,1.0154754,1.0157238,1.0155108,1.0149963,1.0141925,1.013072,1.0113503,1.0088518,1.0054612,1.00132,0.9967608,0.99220157,0.98798025,0.9843534,0.981419,0.9791332,0.9773969,0.9760369,0.97482383,0.97368085,0.9726323,0.97178215,0.97117203,0.97084063,0.9706972,0.9706271,0.97043973,0.97010905,0.969675,0.9691818,0.96876484,0.96858555,0.96884215,0.9695452,0.9706664,0.9720855,0.9736706,0.9751057,0.976219,0.9769272,0.9772799,0.977385,0.9773954,0.97751045,0.9778141,0.9783284,0.9790124,0.97984624,0.9806741,0.9816274,0.9826487,0.98373157,0.9848227,0.98614657,0.98773116,0.9896275,0.99191624,0.9946018,0.99730146,0.99979013,1.0019133,1.0033473,1.0039761,1.0039214,1.0034847,1.0027668,1.002238,1.0020915,1.0024997,1.0033954,1.0052712,1.0080714,1.0117795,1.0166203,1.022436,1.0285468,1.0343941,1.0400189,1.0453391,1.0508492,1.0572734,1.0648923,1.0733868,1.0824611,1.091264
standard,0.1,0.1,standard_0.1_02,2,0.2035278,0.20921402,0.21522763,0.2213616,0.22752245,0.23360224,0.23973404,0.24591082,0.2522115,0.25859007,0.26510337,0.27171293,0.27846473,0.28535667,0.29238415,0.29942322,0.30630314,0.312976,0.31945646,0.32583717,0.332312,0.33912468,0.34649634,0.35454533,0.36313802,0.37199885,0.38083702,0.38927293,0.3969939,0.40386403,0.40994468,0.41548193,0.42074615,0.42605785,0.43164852,0.43752223,0.44347322,0.44923964,0.45462254,0.45949244,0.4638977,0.46792343,0.47174966,0.47550598,0.47931907,0.4832768,0.48751947,0.4920862,0.49695393,0.50212175,0.50758165,0.51322705,0.51890606,0.52447224,0.5297609,0.5346363,0.53904283,0.54301906,0.54668057,0.5501637,0.5535941,0.55701333,0.5604667,0.56388503,0.56722724,0.5703807,0.57329947,0.57589954,0.57816327,0.5800821,0.5817848,0.58341527,0.58505434,0.5867332,0.5884956,0.59033626,0.59224236,0.5941794,0.59617174,0.5982033,0.6002511,0.60239214,0.6047807,0.6075036,0.61058754,0.6139593,0.61732084,0.6204077,0.62297106,0.62489307,0.6261817,0.62693053,0.6272315,0.6272032,0.62688476,0.6263028,0.625633,0.6250796,0.62483525,0.6250718,0.62585205,0.6270781,0.62861353,0.6303012,0.63202107,0.6337571,0.63555175,0.6374288,0.63946587,0.6417869,0.644594,0.6481891,0.65285814,0.6588665,0.6663323,0.67520297,0.68534344,0.69646597,0.70844316,0.7211478,0.7346878,0.7491847,0.7652283,0.78328025,0.8036397,0.82619494,0.85056007,0.8756407,0.9001427,0.92284,0.943009,0.9610415,0.9784293,0.9976316,1.0217544,1.0535226,1.0939238,1.1420794,1.1955686,1.2513068,1.3062391,1.3578188,1.403324,1.438052,1.456176,1.4524008,1.4250749,1.3784498,1.3216039,1.2640373,1.2125818,1.1705999,1.1385881,1.1153117,1.0987796,1.0870454,1.0784422,1.0716379,1.065736,1.0600718,1.0542134,1.0478761,1.0407915,1.0328702,1.0243293,1.0156085,1.0071512,0.999454,0.9927824,0.9872104,0.982706,0.9791335,0.97638357,0.97420955,0.9723657,0.97058886,0.9688883,0.9672724,0.9660287,0.96529603,0.9651565,0.9655202,0.9663277,0.9673665,0.96851003,0.96967036,0.97076803,0.9717115,0.9724909,0.97322655,0.97401613,0.9749648,0.97614497,0.97751653,0.9789648,0.9804433,0.98192376,0.9833485,0.9847306,0.9860296,0.9872747,0.9885057,0.98981375,0.991225,0.99276644,0.9944556,0.99629784,0.99826133,1.0003444,1.0025861,1.004911,1.007231,1.00945,1.0114775,1.0131603,1.014468,1.015237,1.0154989,1.0152961,1.0147736,1.0139061,1.012772,1.0110753,1.0086418,1.0053519,1.0013602,0.9969146,0.9924599,0.9882997,0.9847205,0.9817985,0.9795189,0.9777996,0.9765118,0.9754162,0.97442985,0.97354186,0.9728329,0.97234625,0.9720886,0.97201407,0.97193336,0.97170913,0.97127616,0.9707691,0.97019684,0.969754,0.96957797,0.96987545,0.9706014,0.971737,0.9732,0.974842,0.976352,0.97751755,0.978279,0.9786577,0.97871757,0.9786678,0.9787336,0.9789629,0.9794318,0.9801124,0.98096305,0.98180217,0.9827569,0.98377633,0.9848036,0.98584515,0.98712623,0.9886827,0.9905304,0.99281365,0.99544793,0.99815756,1.000696,1.0028377,1.0043085,1.0048892,1.0047318,1.0040835,1.0032567,1.0026281,1.0024843,1.0028629,1.0038009,1.0056332,1.0083666,1.0119711,1.0167053,1.0223796,1.0283456,1.0341592,1.0397975,1.0451763,1.0507747,1.0572277,1.064668,1.0729471,1.0817842,1.0903953
standard,0.1,0.1,standard_0.1_03,3,0.20324948,0.20901118,0.21505457,0.22118104,0.22728634,0.23333849,0.23946592,0.245698,0.25205824,0.25847995,0.26501352,0.27162504,0.27833176,0.2851712,0.2921724,0.29918256,0.30605596,0.31273025,0.31921896,0.3256221,0.33213058,0.33897406,0.34637105,0.35443717,0.36299688,0.3718768,0.38074234,0.38923475,0.39701873,0.4040027,0.4101327,0.41570002,0.42095703,0.4262342,0.43177858,0.43763188,0.4435875,0.44937655,0.45476323,0.4596204,0.46399432,0.46798512,0.47178426,0.47558367,0.47942778,0.48342288,0.4876701,0.49223262,0.49706483,0.50221443,0.50765246,0.51329035,0.51896894,0.5245241,0.52980494,0.53468484,0.5390882,0.5430644,0.5467383,0.55025905,0.5537109,0.55714476,0.56059647,0.5640051,0.5673066,0.5704145,0.57330537,0.57589203,0.578153,0.5800571,0.5817368,0.5833362,0.5849513,0.5865909,0.58834165,0.59019053,0.5921013,0.59403545,0.5960206,0.5980281,0.60003775,0.60216314,0.60452855,0.6072498,0.61035913,0.6137721,0.61717767,0.6203042,0.6228896,0.6248206,0.62611574,0.6268737,0.6272192,0.6272645,0.62701494,0.62648916,0.6258297,0.6252343,0.62490225,0.6250439,0.62572724,0.62688136,0.62835866,0.6300255,0.6317447,0.63350654,0.63532573,0.637252,0.6393344,0.64168584,0.644513,0.6481206,0.6527848,0.6587628,0.66618544,0.6750245,0.6851248,0.69621783,0.70816576,0.72088975,0.73439634,0.7489034,0.764968,0.78305244,0.8034063,0.82601017,0.8504003,0.8754935,0.9000191,0.9227286,0.94287914,0.9608852,0.9782797,0.9975751,1.0219182,1.0540371,1.0948273,1.143323,1.1969938,1.2527734,1.3076286,1.3591022,1.4045019,1.4391418,1.457169,1.4532738,1.4257749,1.3789587,1.3219737,1.2643,1.2127562,1.1707302,1.1387312,1.1154816,1.0989765,1.0872589,1.0786519,1.0717852,1.0657849,1.0599991,1.0540411,1.0476295,1.0405004,1.0325658,1.024045,1.0153368,1.006859,0.99916106,0.99246633,0.9868552,0.98232263,0.97875875,0.97598714,0.9737914,0.97192484,0.9701176,0.96837914,0.966742,0.96547455,0.96473163,0.964569,0.96488935,0.9656615,0.96668893,0.967823,0.96898156,0.97009856,0.97105443,0.97186625,0.9726205,0.9734395,0.97440565,0.975587,0.97693354,0.9783582,0.9798206,0.98129255,0.98273796,0.98413503,0.985452,0.98667485,0.98787415,0.9891465,0.9905264,0.99205106,0.9937476,0.99562114,0.99760294,0.9996993,1.0019324,1.0042518,1.006558,1.0087491,1.0107362,1.0123682,1.0136064,1.0142802,1.0144587,1.014201,1.013696,1.0129026,1.0118384,1.0101488,1.007664,1.0042683,1.0001628,0.99565196,0.99119854,0.9871177,0.9836051,0.9807305,0.9784964,0.97681755,0.9755087,0.974381,0.9733401,0.9723617,0.9715635,0.97102636,0.9707545,0.97067344,0.9706177,0.9704298,0.97007877,0.9696249,0.96907496,0.96863484,0.96844226,0.96864575,0.9692864,0.97037745,0.9717724,0.9733298,0.97477186,0.9758851,0.9766017,0.9769409,0.97705114,0.9770251,0.9771101,0.9773466,0.97785646,0.97853637,0.9794059,0.98027354,0.98124313,0.9822481,0.9832478,0.98428166,0.98553866,0.98706716,0.98890394,0.99118,0.99378955,0.9964524,0.99895924,1.0010524,1.0024992,1.0031856,1.0032084,1.0027776,1.0021797,1.001732,1.0016552,1.0020653,1.0030106,1.0048687,1.0075818,1.0111973,1.0158595,1.0214782,1.0273824,1.0331842,1.0387336,1.0440056,1.0493444,1.055527,1.0627081,1.0707837,1.0794091,1.0879035
standard,0.1,0.1,standard_0.1_04,4,0.20443016,0.21025188,0.21634753,0.22252655,0.22865012,0.23471823,0.24078219,0.24693994,0.25322318,0.25963765,0.26615006,0.2727736,0.27950144,0.28636783,0.2933509,0.3003431,0.30718055,0.31384495,0.32030672,0.32673666,0.33331364,0.3402222,0.34768385,0.35580376,0.36436188,0.3732073,0.38205278,0.3905206,0.39829996,0.40528205,0.41146144,0.41707778,0.42238358,0.42771903,0.43333197,0.43920952,0.4451661,0.45095405,0.4563569,0.46125147,0.4657164,0.46982893,0.47375956,0.47762603,0.48151854,0.48551401,0.4897314,0.4942293,0.4989923,0.50404936,0.5094006,0.5149554,0.5205712,0.52607757,0.5313263,0.5361612,0.5405482,0.5444998,0.5481686,0.5516466,0.55504113,0.55840176,0.5617739,0.565108,0.56836593,0.57145435,0.5743301,0.5768852,0.57908666,0.58093745,0.582579,0.5841436,0.585722,0.5873472,0.5890501,0.5908337,0.5926814,0.5945747,0.5965077,0.5984665,0.60041934,0.6024394,0.6046928,0.60730344,0.61032254,0.61366653,0.61705,0.6201535,0.62271017,0.6246094,0.62584865,0.6265289,0.6267793,0.6267122,0.6263608,0.6257509,0.62504697,0.62446547,0.6242046,0.62441254,0.6251558,0.6263553,0.62782913,0.62944573,0.6310894,0.63276285,0.634489,0.6363329,0.6383778,0.6407255,0.64362764,0.64736855,0.6522501,0.65846884,0.66614985,0.6752026,0.6854474,0.6966082,0.7085872,0.72129583,0.73478895,0.7492825,0.765337,0.78338885,0.8037253,0.8262846,0.8506211,0.8756661,0.9001449,0.9228227,0.9430993,0.96148604,0.97958785,0.99994,1.0256382,1.0591347,1.101149,1.1505246,1.2046367,1.2603965,1.314855,1.3656591,1.4102197,1.4440123,1.4612771,1.4567568,1.428752,1.3815367,1.3242269,1.2662863,1.2145351,1.1723667,1.1402708,1.1169378,1.100332,1.0885165,1.0798088,1.0728501,1.0667828,1.0609405,1.0549139,1.0484039,1.0411732,1.0331205,1.0245174,1.0157412,1.0072334,0.99947995,0.9927304,0.9870577,0.982442,0.9787915,0.97596985,0.9737349,0.97181004,0.9699717,0.96818584,0.9665105,0.96521693,0.96444446,0.96423876,0.96452874,0.96525186,0.9662275,0.96732485,0.96846205,0.96955794,0.97049856,0.97126937,0.9719766,0.9727293,0.97364956,0.9747957,0.9761212,0.9775349,0.9790049,0.98045623,0.9818713,0.98323834,0.98452985,0.9857199,0.9869005,0.98814785,0.98950154,0.9910038,0.99269766,0.99457085,0.9965504,0.9986435,1.000856,1.0031278,1.0053812,1.0075042,1.0093986,1.0109507,1.0120804,1.0126455,1.0127184,1.0123762,1.0117515,1.010888,1.0097426,1.0080191,1.0055513,1.0022393,0.998255,0.9939002,0.9896336,0.9857456,0.98241353,0.97967637,0.977526,0.9758528,0.9745377,0.9733814,0.9723,0.9713208,0.97053343,0.969967,0.9696413,0.96951514,0.9694087,0.9691796,0.9687826,0.9683459,0.96786255,0.9674927,0.9673646,0.9676354,0.968302,0.96938056,0.97080195,0.97240585,0.9738675,0.9749905,0.9756808,0.97598606,0.9760078,0.9759752,0.97604007,0.9762796,0.97671777,0.97733414,0.9780552,0.9787936,0.9796607,0.98061943,0.981658,0.9827474,0.984115,0.9857301,0.98767,0.9899919,0.9926808,0.99533993,0.997815,0.9998015,1.0011332,1.0016439,1.0015833,1.0010724,1.0004339,0.999939,0.99987435,1.0002445,1.0011477,1.0029411,1.0056387,1.0092047,1.0138538,1.0194973,1.0254595,1.0312093,1.0366747,1.0417725,1.0468984,1.0527309,1.059706,1.0676632,1.0762658,1.0847855
standard,0.1,0.1,standard_0.1_05,5,0.20438623,0.21020205,0.21631087,0.22251031,0.22867142,0.23479308,0.24098763,0.2472248,0.25357217,0.2600118,0.26652986,0.2731352,0.27988335,0.2867501,0.29375148,0.30073363,0.30754557,0.31417102,0.3206124,0.32700625,0.33355275,0.34048215,0.34794986,0.35608748,0.3646818,0.37356165,0.38240957,0.39088136,0.39863798,0.40558034,0.4116863,0.4172396,0.42253393,0.4279058,0.43358383,0.43958426,0.4456455,0.45148587,0.45687598,0.46173525,0.46609467,0.47009394,0.47390953,0.47769,0.48152977,0.4855235,0.48975512,0.49427187,0.49907348,0.50415397,0.50951016,0.5150625,0.52066153,0.52613115,0.53130823,0.53608644,0.54042625,0.54435664,0.5480191,0.5515475,0.55498946,0.5583988,0.5618331,0.56520987,0.56848395,0.5715845,0.57443976,0.5769585,0.57912517,0.58095473,0.58257383,0.58414346,0.58573186,0.5873623,0.5890754,0.5908728,0.59273744,0.5946377,0.5965951,0.5985694,0.60052997,0.6025613,0.60482705,0.6074313,0.61041826,0.61372465,0.61705095,0.62007576,0.6225623,0.6244031,0.6255948,0.6262275,0.6264452,0.62634766,0.6259676,0.62534475,0.6246519,0.62410265,0.6238716,0.6241117,0.62487555,0.62607646,0.62754995,0.6291799,0.63084877,0.6325359,0.63427246,0.63611645,0.6381222,0.64044577,0.64334905,0.6471302,0.6520769,0.658418,0.66619897,0.6753279,0.6856215,0.6968102,0.7087949,0.7214917,0.7349793,0.74947673,0.7655072,0.7835285,0.80387366,0.82643396,0.85075545,0.87581074,0.90029544,0.92295265,0.94322133,0.96160465,0.979745,1.0001866,1.0260204,1.0596788,1.1018676,1.151363,1.2055702,1.2614213,1.3159547,1.3668256,1.4114338,1.4452143,1.4623919,1.457744,1.4296118,1.3822902,1.3248898,1.2668561,1.2150378,1.1727872,1.1406294,1.1172585,1.1006724,1.0888889,1.0802306,1.0733185,1.0672815,1.0614669,1.0554466,1.0489421,1.0417094,1.0336493,1.0250139,1.0162182,1.0076836,0.99990684,0.993163,0.9874838,0.982875,0.9792257,0.9764133,0.9741675,0.9722543,0.9704108,0.96862257,0.9669202,0.96559995,0.96479714,0.96456087,0.96482235,0.9655328,0.9664862,0.9675531,0.96865433,0.9697193,0.97062874,0.9713765,0.9720694,0.972821,0.97373694,0.97488475,0.9762158,0.97762203,0.9790585,0.9804818,0.9818551,0.9831864,0.9844574,0.98564327,0.9868081,0.988049,0.98939633,0.99089956,0.9925987,0.99449027,0.9964868,0.9985868,1.0007752,1.0030172,1.0052385,1.0073395,1.0092292,1.0107671,1.0118836,1.0124352,1.0125341,1.0122281,1.0116627,1.0108439,1.009737,1.0080456,1.0056103,1.002336,0.99835986,0.9939944,0.9896616,0.9856664,0.98226124,0.9795214,0.9774092,0.9758223,0.9745828,0.97350353,0.97249997,0.9715739,0.970797,0.97026724,0.9699623,0.9698089,0.9696962,0.9694715,0.96909213,0.9686764,0.9682104,0.9678588,0.96770763,0.9679685,0.96860486,0.9696804,0.9710853,0.97269773,0.97421056,0.97538567,0.97615385,0.97650194,0.97657365,0.97646475,0.9764994,0.97667795,0.9771155,0.97776055,0.97859013,0.97938573,0.9803355,0.9813197,0.9823302,0.9833933,0.9846961,0.9862311,0.98811316,0.99037516,0.9930065,0.9956847,0.99817574,1.0002512,1.0016878,1.0022917,1.0022193,1.0017403,1.0010196,1.0004867,1.0003277,1.0006951,1.0015706,1.0034003,1.0060697,1.0096527,1.0142311,1.0197465,1.025587,1.0314126,1.0370873,1.0425,1.0480055,1.0541369,1.0612489,1.0691448,1.0776751,1.0860478
standard,0.1,0.1,standard_0.1_06,6,0.2042789,0.21013261,0.2161988,0.22234946,0.2284565,0.2345264,0.24065891,0.24688129,0.2532075,0.25961965,0.2661263,0.27274522,0.27950937,0.28641397,0.29343015,0.30042645,0.30724332,0.31386927,0.32029018,0.32666123,0.3331854,0.34004515,0.3474677,0.35562566,0.36425084,0.3731592,0.38203943,0.39051932,0.39824232,0.40517294,0.41130137,0.41686785,0.42214844,0.42747018,0.43306777,0.4389543,0.4449309,0.45071274,0.4560845,0.4609238,0.46528694,0.46927762,0.47309437,0.47689438,0.48076534,0.48477945,0.48905864,0.49362686,0.49845973,0.5035764,0.5089679,0.51454675,0.52016234,0.52565056,0.53086334,0.5356686,0.54004014,0.54400754,0.54769397,0.5512237,0.5546892,0.5581031,0.5615282,0.564912,0.5681999,0.5713135,0.57420534,0.5767843,0.5790088,0.58087355,0.58251494,0.5840771,0.5856452,0.58725774,0.5889705,0.5907626,0.59263724,0.5945459,0.59650326,0.5984825,0.6004541,0.6024918,0.6047548,0.6073704,0.61035997,0.61365885,0.61697227,0.6199974,0.6224769,0.6243256,0.6255465,0.6262413,0.62653315,0.62652665,0.62623096,0.62567466,0.6250011,0.62444985,0.6242059,0.62443006,0.6251839,0.6263911,0.62787914,0.6295187,0.6312046,0.6329157,0.6346949,0.6365543,0.6385528,0.64082974,0.64365804,0.64734554,0.6522054,0.65847915,0.66619724,0.67528474,0.68554646,0.6967257,0.70871246,0.7214252,0.7349279,0.74944806,0.76550126,0.78353655,0.8038785,0.8264573,0.85077655,0.8758136,0.90027094,0.92296666,0.943192,0.9614684,0.9793762,0.9994263,1.0246724,1.0576818,1.0992775,1.1483524,1.2023487,1.2582109,1.3129706,1.3641684,1.4091687,1.4433815,1.4609705,1.4566771,1.4288206,1.3817022,1.324403,1.2664365,1.2146591,1.1724684,1.1403472,1.117033,1.1005143,1.0887768,1.0801501,1.0732548,1.0672404,1.0614475,1.0554949,1.049071,1.0419271,1.0339335,1.0253378,1.0165421,1.0079855,1.0001943,0.9934434,0.9877686,0.9831732,0.97953784,0.976734,0.97449374,0.97258925,0.97075915,0.96899706,0.9673235,0.96604085,0.9652599,0.96504647,0.9653175,0.9660237,0.9669584,0.96802515,0.9691146,0.97018063,0.9710896,0.9718535,0.9725513,0.97330904,0.97420746,0.97533995,0.9766467,0.97803676,0.9794499,0.9808745,0.98227626,0.98364127,0.9849554,0.9862185,0.9874577,0.98873836,0.99010533,0.9915947,0.9932516,0.995069,0.9970092,0.9990843,1.0012914,1.0035574,1.0057881,1.0078903,1.0097793,1.0113294,1.0124991,1.013168,1.0133857,1.0131856,1.0127001,1.0119308,1.0108494,1.0091492,1.0066895,1.0034013,0.99943256,0.99509,0.9907811,0.9868064,0.9833638,0.9805221,0.9782924,0.9766107,0.9753119,0.9742072,0.9732282,0.9723561,0.9716932,0.9712709,0.97110295,0.9710712,0.9710219,0.9707953,0.9703733,0.969847,0.9692851,0.9688576,0.96870464,0.9689958,0.9696793,0.9707971,0.97224414,0.9738315,0.9752674,0.97640246,0.97708017,0.9773651,0.9774094,0.97736657,0.9774554,0.97773767,0.9783029,0.97904015,0.97994673,0.9808322,0.9818271,0.9828063,0.9838415,0.9849187,0.98623633,0.9878201,0.98974305,0.99204975,0.9946726,0.9973206,0.99973834,1.0017169,1.0030607,1.0036172,1.0035827,1.0031705,1.0025991,1.0021698,1.002145,1.0024556,1.0033003,1.0051329,1.0078504,1.0114708,1.0162104,1.021927,1.0279367,1.0337739,1.0393124,1.0446467,1.0500896,1.0562567,1.0635486,1.0718232,1.0806631,1.0892904
